bn_instance,strategy,beta,sample_size,num_samples,is_cpdag,skeleton_TP,skeleton_FP,skeleton_FN,skeleton_SHD,TP,FP,FN,SHD,directed_precision,directed_recall,directed_F1,num_reversed,reversed_edges,num_undirected,undirected_edges,learned_edges_count,true_edges_count
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d6,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d7,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d7,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d7,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d7,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d7,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d7,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d8,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d8,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d8,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d8,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d8,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d8,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d9,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d9,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d9,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d9,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d9,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_after_ess1_alpha0d9,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d1,,1000,1000,False,5,2,11,13,5,2,11,13,0.7142857142857143,0.3125,0.43478260869565216,0,[],0,[],7,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d1,,10000,10000,False,14,0,2,2,10,4,6,6,0.7142857142857143,0.625,0.6666666666666666,4,"[('V4', 'V5'), ('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],14,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d1,,200,200,False,5,3,11,14,4,4,12,15,0.5,0.25,0.3333333333333333,1,"[('V5', 'V10')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d1,,2000,2000,False,8,1,8,9,7,2,9,10,0.7777777777777778,0.4375,0.56,1,"[('V2', 'V11')]",0,[],9,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d1,,500,500,False,4,2,12,14,3,3,13,15,0.5,0.1875,0.2727272727272727,1,"[('V5', 'V12')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d1,,5000,5000,False,11,0,5,5,9,2,7,7,0.8181818181818182,0.5625,0.6666666666666666,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],11,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d2,,1000,1000,False,5,2,11,13,5,2,11,13,0.7142857142857143,0.3125,0.43478260869565216,0,[],0,[],7,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d2,,10000,10000,False,14,0,2,2,10,4,6,6,0.7142857142857143,0.625,0.6666666666666666,4,"[('V4', 'V5'), ('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],14,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d2,,200,200,False,5,3,11,14,4,4,12,15,0.5,0.25,0.3333333333333333,1,"[('V5', 'V10')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d2,,2000,2000,False,8,1,8,9,7,2,9,10,0.7777777777777778,0.4375,0.56,1,"[('V2', 'V11')]",0,[],9,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d2,,500,500,False,4,2,12,14,3,3,13,15,0.5,0.1875,0.2727272727272727,1,"[('V5', 'V12')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d2,,5000,5000,False,11,0,5,5,9,2,7,7,0.8181818181818182,0.5625,0.6666666666666666,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],11,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d3,,1000,1000,False,5,2,11,13,5,2,11,13,0.7142857142857143,0.3125,0.43478260869565216,0,[],0,[],7,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d3,,10000,10000,False,14,0,2,2,10,4,6,6,0.7142857142857143,0.625,0.6666666666666666,4,"[('V4', 'V5'), ('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],14,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d3,,200,200,False,5,3,11,14,4,4,12,15,0.5,0.25,0.3333333333333333,1,"[('V5', 'V10')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d3,,2000,2000,False,8,1,8,9,7,2,9,10,0.7777777777777778,0.4375,0.56,1,"[('V2', 'V11')]",0,[],9,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d3,,500,500,False,4,2,12,14,3,3,13,15,0.5,0.1875,0.2727272727272727,1,"[('V5', 'V12')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d3,,5000,5000,False,11,0,5,5,9,2,7,7,0.8181818181818182,0.5625,0.6666666666666666,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],11,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d4,,1000,1000,False,5,2,11,13,5,2,11,13,0.7142857142857143,0.3125,0.43478260869565216,0,[],0,[],7,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d4,,10000,10000,False,14,0,2,2,10,4,6,6,0.7142857142857143,0.625,0.6666666666666666,4,"[('V4', 'V5'), ('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],14,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d4,,200,200,False,5,3,11,14,4,4,12,15,0.5,0.25,0.3333333333333333,1,"[('V5', 'V10')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d4,,2000,2000,False,8,1,8,9,7,2,9,10,0.7777777777777778,0.4375,0.56,1,"[('V2', 'V11')]",0,[],9,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d4,,500,500,False,4,2,12,14,3,3,13,15,0.5,0.1875,0.2727272727272727,1,"[('V5', 'V12')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d4,,5000,5000,False,11,0,5,5,9,2,7,7,0.8181818181818182,0.5625,0.6666666666666666,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],11,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d5,,1000,1000,False,5,2,11,13,5,2,11,13,0.7142857142857143,0.3125,0.43478260869565216,0,[],0,[],7,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d5,,10000,10000,False,14,0,2,2,10,4,6,6,0.7142857142857143,0.625,0.6666666666666666,4,"[('V4', 'V5'), ('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],14,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d5,,200,200,False,6,2,10,12,5,3,11,13,0.625,0.3125,0.4166666666666667,1,"[('V5', 'V10')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d5,,2000,2000,False,8,1,8,9,7,2,9,10,0.7777777777777778,0.4375,0.56,1,"[('V2', 'V11')]",0,[],9,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d5,,500,500,False,4,2,12,14,3,3,13,15,0.5,0.1875,0.2727272727272727,1,"[('V5', 'V12')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d5,,5000,5000,False,11,0,5,5,9,2,7,7,0.8181818181818182,0.5625,0.6666666666666666,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],11,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d6,,1000,1000,False,5,2,11,13,5,2,11,13,0.7142857142857143,0.3125,0.43478260869565216,0,[],0,[],7,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d6,,10000,10000,False,14,0,2,2,10,4,6,6,0.7142857142857143,0.625,0.6666666666666666,4,"[('V4', 'V5'), ('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],14,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d6,,200,200,False,6,2,10,12,5,3,11,13,0.625,0.3125,0.4166666666666667,1,"[('V5', 'V10')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d6,,2000,2000,False,8,1,8,9,7,2,9,10,0.7777777777777778,0.4375,0.56,1,"[('V2', 'V11')]",0,[],9,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d6,,500,500,False,4,2,12,14,3,3,13,15,0.5,0.1875,0.2727272727272727,1,"[('V5', 'V12')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d6,,5000,5000,False,11,0,5,5,9,2,7,7,0.8181818181818182,0.5625,0.6666666666666666,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],11,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d7,,1000,1000,False,5,2,11,13,5,2,11,13,0.7142857142857143,0.3125,0.43478260869565216,0,[],0,[],7,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d7,,10000,10000,False,14,0,2,2,10,4,6,6,0.7142857142857143,0.625,0.6666666666666666,4,"[('V4', 'V5'), ('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],14,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d7,,200,200,False,6,2,10,12,5,3,11,13,0.625,0.3125,0.4166666666666667,1,"[('V5', 'V10')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d7,,2000,2000,False,8,1,8,9,7,2,9,10,0.7777777777777778,0.4375,0.56,1,"[('V2', 'V11')]",0,[],9,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d7,,500,500,False,4,2,12,14,3,3,13,15,0.5,0.1875,0.2727272727272727,1,"[('V5', 'V12')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d7,,5000,5000,False,11,0,5,5,9,2,7,7,0.8181818181818182,0.5625,0.6666666666666666,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],11,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d8,,1000,1000,False,5,2,11,13,5,2,11,13,0.7142857142857143,0.3125,0.43478260869565216,0,[],0,[],7,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d8,,10000,10000,False,14,0,2,2,10,4,6,6,0.7142857142857143,0.625,0.6666666666666666,4,"[('V4', 'V5'), ('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],14,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d8,,200,200,False,6,2,10,12,5,3,11,13,0.625,0.3125,0.4166666666666667,1,"[('V5', 'V10')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d8,,2000,2000,False,8,1,8,9,7,2,9,10,0.7777777777777778,0.4375,0.56,1,"[('V2', 'V11')]",0,[],9,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d8,,500,500,False,4,2,12,14,3,3,13,15,0.5,0.1875,0.2727272727272727,1,"[('V5', 'V12')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d8,,5000,5000,False,11,0,5,5,9,2,7,7,0.8181818181818182,0.5625,0.6666666666666666,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],11,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d9,,1000,1000,False,5,2,11,13,5,2,11,13,0.7142857142857143,0.3125,0.43478260869565216,0,[],0,[],7,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d9,,10000,10000,False,14,0,2,2,10,4,6,6,0.7142857142857143,0.625,0.6666666666666666,4,"[('V4', 'V5'), ('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],14,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d9,,200,200,False,6,2,10,12,5,3,11,13,0.625,0.3125,0.4166666666666667,1,"[('V5', 'V10')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d9,,2000,2000,False,8,1,8,9,7,2,9,10,0.7777777777777778,0.4375,0.56,1,"[('V2', 'V11')]",0,[],9,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d9,,500,500,False,4,2,12,14,3,3,13,15,0.5,0.1875,0.2727272727272727,1,"[('V5', 'V12')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess10_alpha0d9,,5000,5000,False,11,0,5,5,9,2,7,7,0.8181818181818182,0.5625,0.6666666666666666,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],11,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d1,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d1,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d1,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d1,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d1,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d1,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d2,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d2,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d2,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d2,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d2,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d2,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d3,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d3,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d3,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d3,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d3,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d3,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d4,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d4,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d4,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d4,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d4,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d4,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d5,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d5,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d5,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d5,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d5,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d5,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d6,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d6,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d6,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d6,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d6,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d6,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d7,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d7,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d7,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d7,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d7,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d7,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d8,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d8,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d8,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d8,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d8,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d8,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d9,,1000,1000,False,4,1,12,13,4,1,12,13,0.8,0.25,0.38095238095238093,0,[],0,[],5,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d9,,10000,10000,False,13,0,3,3,10,3,6,6,0.7692307692307693,0.625,0.6896551724137931,3,"[('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],13,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d9,,200,200,False,0,0,16,16,0,0,16,16,0.0,0.0,0.0,0,[],0,[],0,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d9,,2000,2000,False,6,0,10,10,4,2,12,12,0.6666666666666666,0.25,0.36363636363636365,2,"[('V4', 'V12'), ('V2', 'V11')]",0,[],6,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d9,,500,500,False,1,1,15,16,0,2,16,17,0.0,0.0,0.0,1,"[('V2', 'V11')]",0,[],2,16
bn_N12_E16_01,hierarchy_monotonic_before_ess1_alpha0d9,,5000,5000,False,8,0,8,8,6,2,10,10,0.75,0.375,0.5,2,"[('V4', 'V5'), ('V2', 'V11')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_score_ess10_alpha0d1_beta10,10,1000,1000,False,5,2,11,13,5,2,11,13,0.7142857142857143,0.3125,0.43478260869565216,0,[],0,[],7,16
bn_N12_E16_01,hierarchy_monotonic_score_ess10_alpha0d1_beta10,10,10000,10000,False,14,0,2,2,10,4,6,6,0.7142857142857143,0.625,0.6666666666666666,4,"[('V4', 'V5'), ('V4', 'V12'), ('V5', 'V12'), ('V2', 'V3')]",0,[],14,16
bn_N12_E16_01,hierarchy_monotonic_score_ess10_alpha0d1_beta10,10,200,200,False,5,3,11,14,4,4,12,15,0.5,0.25,0.3333333333333333,1,"[('V5', 'V10')]",0,[],8,16
bn_N12_E16_01,hierarchy_monotonic_score_ess10_alpha0d1_beta10,10,2000,2000,False,8,1,8,9,7,2,9,10,0.7777777777777778,0.4375,0.56,1,"[('V2', 'V11')]",0,[],9,16
bn_N12_E16_01,hierarchy_monotonic_score_ess10_alpha0d1_beta10,10,500,500,False,3,3,13,16,2,4,14,17,0.3333333333333333,0.125,0.18181818181818182,1,"[('V5', 'V12')]",0,[],6,16
